pair_id,query_id,product_id,raw_response,gpt_score,rationale,parse_status,model_label,run_date
70422_0385372833,70422,0385372833,"{""score"": 0, ""rationale"": ""The product about Elmo bears no relation to a monkey not ready for kindergarten.""}",0,The product about Elmo bears no relation to a monkey not ready for kindergarten.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:16:24.616522+00:00
79518_B06XXB97TM,79518,B06XXB97TM,"{""score"": 2, ""rationale"": ""It's a compatible Samsung Galaxy S8 case but not the Otterbox brand requested.""}",2,It's a compatible Samsung Galaxy S8 case but not the Otterbox brand requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:19:32.036534+00:00
115196_B0773ZM6Z9,115196,B0773ZM6Z9,"{""score"": 2, ""rationale"": ""Correct 502 style but adult size, not a youth-specific item""}",2,"Correct 502 style but adult size, not a youth-specific item",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:22:20.706593+00:00
200_B08HQ6DLXZ,200,B08HQ6DLXZ,"{""score"": 1, ""rationale"": ""Socks with the same phrase are a related accessory, not the requested shirt.""}",1,"Socks with the same phrase are a related accessory, not the requested shirt.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:25:38.971420+00:00
1665_B08YR59CDZ,1665,B08YR59CDZ,"{""score"": 0, ""rationale"": ""Product is an aluminum non‑stick skillet with a handle, not a 10\"" cast iron skillet without a handle.""}",0,"Product is an aluminum non‑stick skillet with a handle, not a 10"" cast iron skillet without a handle.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:29:14.869210+00:00
98497_B07FLX5Y7F,98497,B07FLX5Y7F,"{""score"": 0, ""rationale"": ""The item is a music album, not a shirt.""}",0,"The item is a music album, not a shirt.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:32:13.002139+00:00
5265_B07ZQ2875V,5265,B07ZQ2875V,"{""score"": 3, ""rationale"": ""Product provides 8‑inch wooden legs suitable for chairs (armchairs) as requested.""}",3,Product provides 8‑inch wooden legs suitable for chairs (armchairs) as requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:33:37.250346+00:00
110719_014240120X,110719,014240120X,"{""score"": 3, ""rationale"": ""Exact title match to the queried book""}",3,Exact title match to the queried book,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:35:34.473480+00:00
67965_B0054KHLZ8,67965,B0054KHLZ8,"{""score"": 0, ""rationale"": ""The product is a women's ponytail holder, not a men's headband.""}",0,"The product is a women's ponytail holder, not a men's headband.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:37:53.815291+00:00
78486_B07VBMR9WT,78486,B07VBMR9WT,"{""score"": 2, ""rationale"": ""Different brand smartwatch, a plausible substitute but not the specific Pebble watch requested.""}",2,"Different brand smartwatch, a plausible substitute but not the specific Pebble watch requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:41:06.907669+00:00
106764_B081THHSW4,106764,B081THHSW4,"{""score"": 1, ""rationale"": ""The product is an interview about the author, not the requested book itself, but it is related content.""}",1,"The product is an interview about the author, not the requested book itself, but it is related content.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:44:06.436310+00:00
12343_B00A2KVMX2,12343,B00A2KVMX2,"{""score"": 2, ""rationale"": ""Different brand and model, but still a trumpet that could serve as a substitute.""}",2,"Different brand and model, but still a trumpet that could serve as a substitute.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:48:29.723441+00:00
40445_B07T5RK766,40445,B07T5RK766,"{""score"": 1, ""rationale"": ""The product is a fire extinguisher mount, an accessory, not the extinguisher itself.""}",1,"The product is a fire extinguisher mount, an accessory, not the extinguisher itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:51:38.035843+00:00
107733_B07MQ1BV89,107733,B07MQ1BV89,"{""score"": 0, ""rationale"": ""The product is a toddler shirt, not women's clothing for Valentine's.""}",0,"The product is a toddler shirt, not women's clothing for Valentine's.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:52:34.115026+00:00
106439_B00QSOS130,106439,B00QSOS130,"{
  ""score"": 2,
  ""rationale"": ""The product is a collapsible water bottle (flask), which could serve as a plausible substitute, but it does not match the specific 'ultimate direction water soft flask' query.""
}",2,"The product is a collapsible water bottle (flask), which could serve as a plausible substitute, but it does not match the specific 'ultimate direction water soft flask' query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:55:19.661171+00:00
101609_B07T4B4D7S,101609,B07T4B4D7S,"{""score"": 3, ""rationale"": ""Exact replacement part for the Kawasaki Teryx 4 scooter.""}",3,Exact replacement part for the Kawasaki Teryx 4 scooter.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:58:07.709756+00:00
98139_B06XQHMCNN,98139,B06XQHMCNN,"{""score"": 0, ""rationale"": ""The product is a kids' Rake costume, not a stickman and not sized for adults.""}",0,"The product is a kids' Rake costume, not a stickman and not sized for adults.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:02:36.582935+00:00
1669_B009AO0D9K,1669,B009AO0D9K,"{""score"": 0, ""rationale"": ""The product is a vase, not the requested 10\"" glass floating balls.""}",0,"The product is a vase, not the requested 10"" glass floating balls.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:03:29.243435+00:00
66893_B00XR42U6I,66893,B00XR42U6I,"{""score"": 1, ""rationale"": ""The product is dog shoes, which are an accessory, not the requested medium coat""}",1,"The product is dog shoes, which are an accessory, not the requested medium coat",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:07:31.061227+00:00
60058_B08FD5L26V,60058,B08FD5L26V,"{""score"": 3, ""rationale"": ""The item is a 5‑foot artificial Areca palm designed as a floor‑standing plant, directly matching the query for a large floor plant.""}",3,"The item is a 5‑foot artificial Areca palm designed as a floor‑standing plant, directly matching the query for a large floor plant.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:10:26.451127+00:00
52886_B000LQDB4A,52886,B000LQDB4A,"{""score"": 3, ""rationale"": ""Product is a 1/2\"" drive impact adapter matching the query exactly.""}",3,"Product is a 1/2"" drive impact adapter matching the query exactly.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:13:49.706159+00:00
110878_B07DPC38KQ,110878,B07DPC38KQ,"{""score"": 1, ""rationale"": ""The dispenser is an accessory for making whipped cream, not the whipped cream cake itself.""}",1,"The dispenser is an accessory for making whipped cream, not the whipped cream cake itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:17:11.665912+00:00
100149_B07MKDQML9,100149,B07MKDQML9,"{
  ""score"": 2,
  ""rationale"": ""It's a tablecloth, but the color (rose gold/white) doesn't match the requested pink and gold.""
}",2,"It's a tablecloth, but the color (rose gold/white) doesn't match the requested pink and gold.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:20:40.963615+00:00
21506_B07SB1ZZTK,21506,B07SB1ZZTK,"{""score"": 2, ""rationale"": ""It's a basic handheld calculator, but the description doesn't confirm a square‑root function, making it a plausible but not certain match.""}",2,"It's a basic handheld calculator, but the description doesn't confirm a square‑root function, making it a plausible but not certain match.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:24:20.172989+00:00
26787_B073R62C3Q,26787,B073R62C3Q,"{""score"": 2, ""rationale"": ""Matches the bed‑in‑a‑bag type but lacks any indication of being a clearance item.""}",2,Matches the bed‑in‑a‑bag type but lacks any indication of being a clearance item.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:27:38.699935+00:00
7538_B07H461TBQ,7538,B07H461TBQ,"{
  ""score"": 3,
  ""rationale"": ""The product is Apple AirPods, matching the query for AirPods 2.""
}",3,"The product is Apple AirPods, matching the query for AirPods 2.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:31:36.153535+00:00
52479_B07V4FXG1Z,52479,B07V4FXG1Z,"{""score"": 0, ""rationale"": ""The product is a t‑shirt, not a waterproof hooded jacket.""}",0,"The product is a t‑shirt, not a waterproof hooded jacket.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:35:27.326851+00:00
95744_B082M3L342,95744,B082M3L342,"{""score"": 3, ""rationale"": ""Product directly treats and softens dry hands, matching the query.""}",3,"Product directly treats and softens dry hands, matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:37:05.182608+00:00
49829_B01MU72B43,49829,B01MU72B43,"{""score"": 2, ""rationale"": ""Cotton men's boxer matches material and gender but does not feature a heart design.""}",2,Cotton men's boxer matches material and gender but does not feature a heart design.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:38:38.377323+00:00
62517_B07C7266YK,62517,B07C7266YK,"{""score"": 2, ""rationale"": ""It's a toy box matching the function but not the specific Lil' Tykes brand requested.""}",2,It's a toy box matching the function but not the specific Lil' Tykes brand requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:41:13.614759+00:00
4903_B08YJC2JN8,4903,B08YJC2JN8,"{""score"": 2, ""rationale"": ""Contains mixed‑color 6‑sided dice but not specifically black dice.""}",2,Contains mixed‑color 6‑sided dice but not specifically black dice.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:43:28.985788+00:00
7839_B08GYGKFWC,7839,B08GYGKFWC,"{""score"": 1, ""rationale"": ""The product is a cymbal expansion accessory compatible with the Forge kit, not the drum kit itself.""}",1,"The product is a cymbal expansion accessory compatible with the Forge kit, not the drum kit itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:47:20.366496+00:00
21887_B00YBNSMKC,21887,B00YBNSMKC,"{""score"": 3, ""rationale"": ""The product is instant camera film, directly matching the query for camera film.""}",3,"The product is instant camera film, directly matching the query for camera film.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:50:27.708349+00:00
12260_B07L5R293H,12260,B07L5R293H,"{""score"": 3, ""rationale"": ""Product is a baby-sized Under Armour girls tee set, directly matching the query.""}",3,"Product is a baby-sized Under Armour girls tee set, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:53:16.964224+00:00
52588_B07VF49KMP,52588,B07VF49KMP,"{""score"": 3, ""rationale"": ""The product is a 4T ice cream-themed T‑shirt, directly matching the query.""}",3,"The product is a 4T ice cream-themed T‑shirt, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:56:01.233657+00:00
91447_B01J2PTI7Y,91447,B01J2PTI7Y,"{""score"": 3, ""rationale"": ""The product is a hidden flask designed to conceal alcohol, directly matching the query.""}",3,"The product is a hidden flask designed to conceal alcohol, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:59:09.520885+00:00
23970_B00GTK94LQ,23970,B00GTK94LQ,"{
  ""score"": 0,
  ""rationale"": ""The product is a cadence sensor, not a mount, so it does not match the query.""
}",0,"The product is a cadence sensor, not a mount, so it does not match the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:00:52.346008+00:00
48591_B07X3L6QRC,48591,B07X3L6QRC,"{""score"": 3, ""rationale"": ""It's a front door sign that includes interchangeable Halloween magnets, directly matching the query.""}",3,"It's a front door sign that includes interchangeable Halloween magnets, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:03:43.691258+00:00
31549_B09B6QGJPM,31549,B09B6QGJPM,"{""score"": 3, ""rationale"": ""Product is a queen fitted sheet in denim (dark) blue, directly matching the query.""}",3,"Product is a queen fitted sheet in denim (dark) blue, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:07:07.906669+00:00
54641_B07GZ2JXDH,54641,B07GZ2JXDH,"{""score"": 1, ""rationale"": ""The product is a case, an accessory, not the iPhone XS Max itself.""}",1,"The product is a case, an accessory, not the iPhone XS Max itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:09:11.064303+00:00
34036_B07567P7Q8,34036,B07567P7Q8,"{""score"": 2, ""rationale"": ""Both are DJI drones, but the product is a Mavic Pro, not the requested Air 2 model.""}",2,"Both are DJI drones, but the product is a Mavic Pro, not the requested Air 2 model.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:12:06.243767+00:00
99284_B07D17VXFJ,99284,B07D17VXFJ,"{""score"": 3, ""rationale"": ""Exact match: Suntuf polycarbonate roof panel product.""}",3,Exact match: Suntuf polycarbonate roof panel product.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:14:37.050689+00:00
98273_B07F28KNG1,98273,B07F28KNG1,"{
  ""score"": 2,
  ""rationale"": ""A decorative shelf could serve as living room decor, but it lacks the stoner theme requested.""
}",2,"A decorative shelf could serve as living room decor, but it lacks the stoner theme requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:17:23.553614+00:00
50919_B07PMDTHL4,50919,B07PMDTHL4,"{""score"": 2, ""rationale"": ""Hologram jacket matches the style but lacks a hood, so it's a plausible substitute, not an exact match.""}",2,"Hologram jacket matches the style but lacks a hood, so it's a plausible substitute, not an exact match.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:20:51.702897+00:00
101108_B0787DZDHT,101108,B0787DZDHT,"{""score"": 1, ""rationale"": ""The product is a door lock accessory that could be used on a teardrop trailer door, but it is not the door itself.""}",1,"The product is a door lock accessory that could be used on a teardrop trailer door, but it is not the door itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:24:10.212041+00:00
51025_B0861BY9PJ,51025,B0861BY9PJ,"{""score"": 3, ""rationale"": ""The product is embroidery thread specifically marketed for home sewing and embroidery projects.""}",3,The product is embroidery thread specifically marketed for home sewing and embroidery projects.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:26:09.418572+00:00
109347_B0002SJ1K0,109347,B0002SJ1K0,"{""score"": 1, ""rationale"": ""The item is a clipper blade accessory compatible with Sterling clippers, not the Sterling 4 clipper itself.""}",1,"The item is a clipper blade accessory compatible with Sterling clippers, not the Sterling 4 clipper itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:28:33.631621+00:00
75925_B07PLXKSSW,75925,B07PLXKSSW,"{""score"": 0, ""rationale"": ""Product is gold dot printed faux leather, not orange and white polka dot fabric.""}",0,"Product is gold dot printed faux leather, not orange and white polka dot fabric.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:31:43.987843+00:00
3371_B00009W5KJ,3371,B00009W5KJ,"{""score"": 2, ""rationale"": ""It's a tweeter but size not specified, so not a direct 3‑inch match.""}",2,"It's a tweeter but size not specified, so not a direct 3‑inch match.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:34:55.155334+00:00
99087_B01FKWDTK0,99087,B01FKWDTK0,"{""score"": 2, ""rationale"": ""Author matches but the title is unrelated to 'summer'""}",2,Author matches but the title is unrelated to 'summer',valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:38:01.783058+00:00
24803_B08CZ67W4K,24803,B08CZ67W4K,"{""score"": 0, ""rationale"": ""The product is lipstick and makeup charms, unrelated to Chanel Crocs Jibbitz.""}",0,"The product is lipstick and makeup charms, unrelated to Chanel Crocs Jibbitz.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:41:49.026063+00:00
73183_B07M6SR7PX,73183,B07M6SR7PX,"{""score"": 0, ""rationale"": ""The product is a Christmas movie, not related to New Year's Eve.""}",0,"The product is a Christmas movie, not related to New Year's Eve.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:42:18.195625+00:00
62194_B00114LGSE,62194,B00114LGSE,"{""score"": 2, ""rationale"": ""Provides a Lifetime table but lacks the chairs requested.""}",2,Provides a Lifetime table but lacks the chairs requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:45:12.582561+00:00
17361_B071XH34JV,17361,B071XH34JV,"{""score"": 3, ""rationale"": ""The product is a navy blue curtain panel exactly 84 inches long, directly matching the query.""}",3,"The product is a navy blue curtain panel exactly 84 inches long, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:48:14.987811+00:00
51699_B07PBWFCDV,51699,B07PBWFCDV,"{""score"": 0, ""rationale"": ""The product is a laptop, not a protective shell or accessory for an HP Envy.""}",0,"The product is a laptop, not a protective shell or accessory for an HP Envy.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:49:21.403827+00:00
96996_B07Q2SX3MR,96996,B07Q2SX3MR,"{""score"": 0, ""rationale"": ""The product is a car seat cushion, not a Sport King truck seat cover.""}",0,"The product is a car seat cushion, not a Sport King truck seat cover.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:52:33.817200+00:00
111286_B08NX4T94B,111286,B08NX4T94B,"{""score"": 2, ""rationale"": ""Same style and gender, but color does not match the requested white.""}",2,"Same style and gender, but color does not match the requested white.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:54:16.344619+00:00
62495_B08LQTGGQN,62495,B08LQTGGQN,"{""score"": 2, ""rationale"": ""The item is home decor, but does not directly match the specific 'liilispoetic' query.""}",2,"The item is home decor, but does not directly match the specific 'liilispoetic' query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T13:57:49.856998+00:00
67570_B076PNZTHC,67570,B076PNZTHC,"{""score"": 1, ""rationale"": ""The product is a replacement lens, an accessory for Dragon Alliance NFX goggles, not the goggles themselves.""}",1,"The product is a replacement lens, an accessory for Dragon Alliance NFX goggles, not the goggles themselves.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:00:42.245967+00:00
51686_B074KTXNZF,51686,B074KTXNZF,"{""score"": 1, ""rationale"": ""The item is a compatible toner cartridge, an accessory rather than the requested HP ColorJet MFP printer.""}",1,"The item is a compatible toner cartridge, an accessory rather than the requested HP ColorJet MFP printer.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:04:18.561713+00:00
75849_B085N8K9MS,75849,B085N8K9MS,"{""score"": 3, ""rationale"": ""The product is an Oppo mobile phone, directly matching the query.""}",3,"The product is an Oppo mobile phone, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:08:11.749310+00:00
18485_B0871MDP5R,18485,B0871MDP5R,"{""score"": 1, ""rationale"": ""The item is a motor accessory for a Boosted Board, not the board itself.""}",1,"The item is a motor accessory for a Boosted Board, not the board itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:10:56.122375+00:00
66396_B00A01BBCA,66396,B00A01BBCA,"{""score"": 3, ""rationale"": ""Product title includes both 'Matrix' and 'Black+Decker', directly matching the query.""}",3,"Product title includes both 'Matrix' and 'Black+Decker', directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:13:19.501799+00:00
60478_B00E97HEW2,60478,B00E97HEW2,"{""score"": 0, ""rationale"": ""The product is an indoor office swivel chair, not a arm‑less lawn chair.""}",0,"The product is an indoor office swivel chair, not a arm‑less lawn chair.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:16:30.752064+00:00
7522_B07ZZG8DH7,7522,B07ZZG8DH7,"{
  ""score"": 0,
  ""rationale"": ""The product is a protective case for the AirPods Pro charging case, not the earbuds without a case.""
}",0,"The product is a protective case for the AirPods Pro charging case, not the earbuds without a case.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:19:10.315153+00:00
105701_B00FSDBFD0,105701,B00FSDBFD0,"{
  ""score"": 2,
  ""rationale"": ""It's a genuine Toyota emblem that fits Tundra models, but not specified as a black‑out version.""
}",2,"It's a genuine Toyota emblem that fits Tundra models, but not specified as a black‑out version.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:23:41.904715+00:00
102547_B07FQW9K4R,102547,B07FQW9K4R,"{""score"": 3, ""rationale"": ""The query (misspelled) refers to a throttle cable, and the product is a universal motorcycle throttle cable kit.""}",3,"The query (misspelled) refers to a throttle cable, and the product is a universal motorcycle throttle cable kit.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:27:17.110938+00:00
99601_B07X8HYQR4,99601,B07X8HYQR4,"{""score"": 1, ""rationale"": ""The product is a compatible band, an accessory, not the Versa 2 device itself.""}",1,"The product is a compatible band, an accessory, not the Versa 2 device itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:30:10.489960+00:00
5689_B01HFFXLNA,5689,B01HFFXLNA,"{""score"": 0, ""rationale"": ""The product is a graphic T‑shirt, not a vintage jean jacket or related item.""}",0,"The product is a graphic T‑shirt, not a vintage jean jacket or related item.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:31:43.712891+00:00
71400_B07MK2284T,71400,B07MK2284T,"{""score"": 3, ""rationale"": ""Exact match: Mud Pie sponge holder product.""}",3,Exact match: Mud Pie sponge holder product.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:34:59.051358+00:00
46616_B06XGFN6J6,46616,B06XGFN6J6,"{""score"": 2, ""rationale"": ""The product is a golf travel bag, matching part of the query, but lacks the requested stopper pole.""}",2,"The product is a golf travel bag, matching part of the query, but lacks the requested stopper pole.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:36:40.138544+00:00
74705_B00MFAOWJ8,74705,B00MFAOWJ8,"{""score"": 2, ""rationale"": ""It's a Numi tea with rose notes but not the specific white rose tea requested.""}",2,It's a Numi tea with rose notes but not the specific white rose tea requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:42:18.625715+00:00
50268_B01LZWO8T2,50268,B01LZWO8T2,"{""score"": 2, ""rationale"": ""Product is a generic hanging hook set, not the specific 'Hercules' brand requested.""}",2,"Product is a generic hanging hook set, not the specific 'Hercules' brand requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:46:04.064017+00:00
34582_B0002PXXFM,34582,B0002PXXFM,"{
  ""score"": 2,
  ""rationale"": ""It's a dog toy but not a pig‑head shaped one, so it's a plausible substitute rather than an exact match.""
}",2,"It's a dog toy but not a pig‑head shaped one, so it's a plausible substitute rather than an exact match.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:46:05.425732+00:00
107496_B01LPNKGGI,107496,B01LPNKGGI,"{""score"": 0, ""rationale"": ""The item is a controller, not a used Xbox console as requested.""}",0,"The item is a controller, not a used Xbox console as requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:49:43.841480+00:00
72811_B07MDCSV7D,72811,B07MDCSV7D,"{""score"": 3, ""rationale"": ""Matches a neon pink plus-size top""}",3,Matches a neon pink plus-size top,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:53:05.413579+00:00
64479_B00YTFDIQ0,64479,B00YTFDIQ0,"{""score"": 3, ""rationale"": ""Product is an M23 wheel, directly matching the query.""}",3,"Product is an M23 wheel, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:55:34.745662+00:00
42291_B07BTSGQQG,42291,B07BTSGQQG,"{""score"": 0, ""rationale"": ""The mug is a grammar joke, unrelated to birds or foul language.""}",0,"The mug is a grammar joke, unrelated to birds or foul language.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T14:57:06.277650+00:00
60122_B000WNL5QS,60122,B000WNL5QS,"{""score"": 1, ""rationale"": ""Product is just a pinata stick, not the large pinata requested.""}",1,"Product is just a pinata stick, not the large pinata requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:00:06.869022+00:00
14328_B07QW563YZ,14328,B07QW563YZ,"{""score"": 1, ""rationale"": ""The product is a water feeder accessory for a bearded dragon terrarium, not the tank itself.""}",1,"The product is a water feeder accessory for a bearded dragon terrarium, not the tank itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:04:14.240772+00:00
26265_B07BV7R9F8,26265,B07BV7R9F8,"{""score"": 2, ""rationale"": ""It's a descaling solution but not the CIF brand, so a plausible substitute.""}",2,"It's a descaling solution but not the CIF brand, so a plausible substitute.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:06:35.642132+00:00
48187_B076FYJXGN,48187,B076FYJXGN,"{""score"": 2, ""rationale"": ""It's a hand cream but not the specific H20 hand and nail cream requested.""}",2,It's a hand cream but not the specific H20 hand and nail cream requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:08:58.108871+00:00
19619_B01N7TW187,19619,B01N7TW187,"{
  ""score"": 2,
  ""rationale"": ""Both are self‑help/spiritual books, but the product is not the requested title.""
}",2,"Both are self‑help/spiritual books, but the product is not the requested title.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:11:53.567857+00:00
17509_B0797GW888,17509,B0797GW888,"{""score"": 0, ""rationale"": ""The product is a purple hair brush, not related to blue wet and wavy hair.""}",0,"The product is a purple hair brush, not related to blue wet and wavy hair.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:13:49.945213+00:00
57532_B07NRXM6TH,57532,B07NRXM6TH,"{""score"": 1, ""rationale"": ""The item is a phone charger, which is an accessory, not the requested KFC phone.""}",1,"The item is a phone charger, which is an accessory, not the requested KFC phone.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:18:01.307192+00:00
52213_B01FVW3EXG,52213,B01FVW3EXG,"{""score"": 2, ""rationale"": ""Spout lid for a different brand, not a straw lid, but serves a similar bottle‑lid function.""}",2,"Spout lid for a different brand, not a straw lid, but serves a similar bottle‑lid function.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:20:09.034454+00:00
60945_B075XLRHNQ,60945,B075XLRHNQ,"{""score"": 3, ""rationale"": ""Product is an LED vanity mirror light specifically designed for makeup use.""}",3,Product is an LED vanity mirror light specifically designed for makeup use.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:22:27.055759+00:00
107980_B07DLPDZH5,107980,B07DLPDZH5,"{""score"": 0, ""rationale"": ""The product is a cup drying rack, not a vase with openings at both ends.""}",0,"The product is a cup drying rack, not a vase with openings at both ends.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:26:48.235424+00:00
46976_B00Y2862VC,46976,B00Y2862VC,"{""score"": 2, ""rationale"": ""Graco car seat but not the requested Forever model""}",2,Graco car seat but not the requested Forever model,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:27:53.692919+00:00
925_B00FL8LL7M,925,B00FL8LL7M,"{""score"": 0, ""rationale"": ""The product is fire pit glass, not craft marbles.""}",0,"The product is fire pit glass, not craft marbles.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:30:39.774192+00:00
89520_B0001LUG2K,89520,B0001LUG2K,"{""score"": 2, ""rationale"": ""Poker chips are not sabacc chips but could serve as a generic chip substitute.""}",2,Poker chips are not sabacc chips but could serve as a generic chip substitute.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:32:53.986418+00:00
45211_B01LD5XNTU,45211,B01LD5XNTU,"{""score"": 3, ""rationale"": ""The lamp is marketed as a gift and clearly states batteries are not included, matching the query.""}",3,"The lamp is marketed as a gift and clearly states batteries are not included, matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T15:36:23.441809+00:00
