pair_id,query_id,product_id,raw_response,gpt_score,rationale,parse_status,model_label,run_date,relevance,query,title,brand
85118_B01D6TGVHW,85118,B01D6TGVHW,"{""score"": 1, ""rationale"": ""The mug is a quirky literary accessory, not the requested reading material itself.""}",1,"The mug is a quirky literary accessory, not the requested reading material itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T09:50:49.109652+00:00,0,quirky readin,"First Lines Literature Coffee Mug - The Greatest Opening Lines Of Literature, From Anna Karenina to Slaughterhouse Five - Comes in a Fun Gift Box - by The Unemployed Philosophers Guild",The Unemployed Philosophers Guild
8384_B07H23DNXJ,8384,B07H23DNXJ,"{""score"": 0, ""rationale"": ""The product is a foundation, not a dermatologist-recommended face fluid.""}",0,"The product is a foundation, not a dermatologist-recommended face fluid.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T09:52:16.435487+00:00,1,altruist dermatologist face fluid,"W3LL PEOPLE - Natural Bio Base Baked Foundation | Clean, Non-Toxic Makeup (Fair Golden)",W3LL PEOPLE
1857_B07KPKVF45,1857,B07KPKVF45,"{""score"": 1, ""rationale"": ""The item is a protective silicone boot accessory for 12 oz bottles, not the hydroflask itself.""}",1,"The item is a protective silicone boot accessory for 12 oz bottles, not the hydroflask itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T09:54:32.562224+00:00,1,12 oz hydroflask,"Flaskars Protective Silicone Boot for 12oz - 40 oz Hydro Sport Water Bottles Flask Anti-Slip Bottom Sleeve Cover (Grey, Fits 32 oz and 40 oz Bottles)",Flaskars
31853_B08S3GBHL8,31853,B08S3GBHL8,"{""score"": 2, ""rationale"": ""Rane ONE is a DJ controller but not the specific DDJ-SX3 model requested.""}",2,Rane ONE is a DJ controller but not the specific DDJ-SX3 model requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T09:57:46.900035+00:00,2,ddj sx3,"RANE ONE - Complete DJ Set and DJ Controller for Serato DJ with Integrated DJ Mixer, Motorized Platters and Serato DJ Pro Included",Rane
5184_B016V6U6CI,5184,B016V6U6CI,"{""score"": 0, ""rationale"": ""The product is a 1‑carat round solitaire, not a 75‑carat curved ring.""}",0,"The product is a 1‑carat round solitaire, not a 75‑carat curved ring.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:00:32.309764+00:00,2,75 carat diamond rings curved,"Near 1 Carat Carat Round Cut Diamond Solitaire Engagement Ring 14K White Gold 6 Prong (K, I1, 0.85 c.t.w) Ideal Cut",Houston Diamond District
43685_B084QMKN3F,43685,B084QMKN3F,"{""score"": 0, ""rationale"": ""The product is a futon mattress only, but the query wants a futon without a mattress.""}",0,"The product is a futon mattress only, but the query wants a futon without a mattress.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:02:08.723046+00:00,0,futon without mattress,Kodiak Furniture Linen Charcoal Full-size Futon Mattress Only,Kodiak Furniture
7839_B084DGCM79,7839,B084DGCM79,"{""score"": 1, ""rationale"": ""It's a rack mount clamp accessory compatible with the Alesis Forge kit, not the kit itself.""}",1,"It's a rack mount clamp accessory compatible with the Alesis Forge kit, not the kit itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:06:03.972564+00:00,1,alesis forge drum kit,Alesis Surge Electronic Drum Rack Mount Clamp - 1.5 Inch - 102370013-A [Compatible with Roland/Yamaha/Simmons/Ion],Alesis
75296_B07P1FX1PV,75296,B07P1FX1PV,"{""score"": 2, ""rationale"": ""Generic gun lubricant that could be used on a Glock 21 but not a specific oil for that model""}",2,Generic gun lubricant that could be used on a Glock 21 but not a specific oil for that model,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:09:18.374070+00:00,0,oil glock 21,"Hoppes 9 Elite Gun Cleaning kit - Gun Bore Cleaner and Lubricant Oil with 14.9 ML Precision Lubricator and 25-40 Patches for .38, 9mm.40.44 and .45 Caliber",HOPPE'S
83594_B07G8NDVT2,83594,B07G8NDVT2,"{""score"": 2, ""rationale"": ""It's an adjustable dumbbell set but not the ProForm brand requested.""}",2,It's an adjustable dumbbell set but not the ProForm brand requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:13:14.588726+00:00,3,proform dumbbell set,Weider Select-A-Weight Adjustable 50 Pound Dumbbell Weights Pair with Rack for Strength Exercise Workouts,Weider
61231_B00JYD5AGI,61231,B00JYD5AGI,"{""score"": 0, ""rationale"": ""The product is a football game, unrelated to LEGO or baseball.""}",0,"The product is a football game, unrelated to LEGO or baseball.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:14:12.759882+00:00,2,lego baseball,NFL Electric Football Game,Tudor Games
101795_B086CY5GK6,101795,B086CY5GK6,"{""score"": 3, ""rationale"": ""The product is a sleep dress/nightgown, directly matching the queried nightgown dress.""}",3,"The product is a sleep dress/nightgown, directly matching the queried nightgown dress.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:15:59.083786+00:00,3,the amazon nightgown dress,"UGG Women's Henning Sleep Dress II, Grey Heather, M",UGG
1088_B01HPCWUDK,1088,B01HPCWUDK,"{""score"": 0, ""rationale"": ""The product is a fire truck toy with sounds, not a 1/24 Tesla model and includes sounds, so it is irrelevant.""}",0,"The product is a fire truck toy with sounds, not a 1/24 Tesla model and includes sounds, so it is irrelevant.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:19:12.264216+00:00,0,1/24 tesla without sounds,Toy Fire Truck with Lights and Sounds - 4 Sirens - Extending Ladder - Powerful Friction Rolling - Firetruck Fire Engine for Toddlers & Kids,FUNERICA
59652_B084GDXD2D,59652,B084GDXD2D,"{""score"": 3, ""rationale"": ""Lake-themed napkins are a direct, gift-appropriate item for lake life enthusiasts.""}",3,"Lake-themed napkins are a direct, gift-appropriate item for lake life enthusiasts.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:22:19.479869+00:00,3,lake life gifts,"Bundle of 2 (20 ct) Blue White Paper Beverage Napkins, Life Is Better At The Lake, My Happy Place Is At The Lake",DHE
74567_B07KMLPP54,74567,B07KMLPP54,"{
  ""score"": 1,
  ""rationale"": ""The item is a vape accessory (decal) but not a vape device and not specific to 'Novia' brand.""
}",1,The item is a vape accessory (decal) but not a vape device and not specific to 'Novia' brand.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:25:47.099141+00:00,1,novia vapes,IT'S A SKIN Decal Vinyl Wrap for Smok Novo Pod System Vape Sticker Sleeve/Anime stickerslap Sticker Bomb,IT'S A SKIN
58015_1414387520,58015,1414387520,"{""score"": 3, ""rationale"": ""A bilingual toddler's Bible directly matches a Spanish Bible for kids.""}",3,A bilingual toddler's Bible directly matches a Spanish Bible for kids.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:28:35.218581+00:00,0,kids spanish bible,La Biblia de los pequeñitos / The Toddler's Bible (bilingüe / bilingual),"Tyndale House Publishers, Inc."
52222_B01CMM8GU4,52222,B01CMM8GU4,"{""score"": 1, ""rationale"": ""The product is a hydraulic filter assembly, an accessory, not the requested hydraulic oil.""}",1,"The product is a hydraulic filter assembly, an accessory, not the requested hydraulic oil.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:31:56.646691+00:00,0,hydraulic oil for log splitter,Buyers Products HFA12525 Filter Assembly (Filter Assy 25 Micr 25 Psi Byp),Buyers Products
89140_B01DW94RL8,89140,B01DW94RL8,"{""score"": 3, ""rationale"": ""The product is explicitly a runner rug, directly matching the query.""}",3,"The product is explicitly a runner rug, directly matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:33:29.796033+00:00,3,runner,"nuLOOM Moroccan Blythe Runner Rug, 2 ft 8 in x 8 ft, Grey/Off-white",nuLOOM
97128_B0016AJC5W,97128,B0016AJC5W,"{""score"": 0, ""rationale"": ""The product is a sprinkler hose, while the query seeks a sprinkler without a hose.""}",0,"The product is a sprinkler hose, while the query seeks a sprinkler without a hose.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:36:43.187680+00:00,2,sprinkler without hose,Flexon 50-Foot Three Tube Sprinkler Hose FS50,Flexon
2979_B006LN7XAK,2979,B006LN7XAK,"{""score"": 2, ""rationale"": ""The product is a foam roller, matching the type, but it is a single unit, not the 24-pack implied by the query.""}",2,"The product is a foam roller, matching the type, but it is a single unit, not the 24-pack implied by the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:39:44.630715+00:00,2,24 foam roller for physical therapy & exercise,"Cando - 30-2340 CanDo Full-Skin PE Foam Roller For Muscle Restoration, Massage Therapy, Sport Recovery, And Physical Therapy. White, 6"" x 36"", Half-Round",CanDo
20352_B07RNMRRDJ,20352,B07RNMRRDJ,"{""score"": 3, ""rationale"": ""Product is buffalo plaid chair cushions matching the query exactly""}",3,Product is buffalo plaid chair cushions matching the query exactly,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:43:21.712834+00:00,3,buffalo plaid dining chair cushions,"RSH Décor Indoor/Outdoor Wicker 2 U-Shape Chair Cushions in Buffalo Plaid Fabric, Choose Size and Choose Color (2 - (19"" x 19"") U-Shape Seat Cushions, Black Buffalo Plaid)",RSH DECOR
7538_B0836GDKS9,7538,B0836GDKS9,"{""score"": 1, ""rationale"": ""The product is a protective case for Airpods 2, an accessory rather than the Airpods themselves.""}",1,"The product is a protective case for Airpods 2, an accessory rather than the Airpods themselves.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:45:53.970740+00:00,1,airpods 2,Airpods Case - IceModo Puppy Footprint Case for Apple Airpods Accessories Protective Hard Case Cover Portable & Shockproof Women Girls with Keychain for Airpods 2/1 Charging Case (1 Puppy Foot Print),IceModo
88928_B07JL9ZS35,88928,B07JL9ZS35,"{""score"": 2, ""rationale"": ""It's a women's Birkenstock sandal but not made of rubber, so only a plausible substitute.""}",2,"It's a women's Birkenstock sandal but not made of rubber, so only a plausible substitute.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:48:49.371810+00:00,2,rubber birkenstock sandals women,Birkenstock Betula Licensed Leo Soft Black Birko-Flor EU 39 (US Women's 8-8.5) Narrow,Birkenstock
74120_B08WPQD58D,74120,B08WPQD58D,"{""score"": 2, ""rationale"": ""A different card game, not the requested 'No U' game, but could serve as a substitute.""}",2,"A different card game, not the requested 'No U' game, but could serve as a substitute.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:51:06.876266+00:00,0,no u card game,Poo Pocalypse Card Game - The Hilarious Family Party Game for Kids & Adults. [Perfect for Family Game Night],Poo Pocalypse
41709_B095Z3FD9J,41709,B095Z3FD9J,"{""score"": 0, ""rationale"": ""The product is a white foam tape, not green as requested.""}",0,"The product is a white foam tape, not green as requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:53:32.024988+00:00,0,foam it green,"HOFACO 3M Double Coated Urethane Foam Tape 4032, 0.5in x 11 Yards, Indoor Mounting, Bonding, and Attaching…, White",HOFACO
41957_B07C3FKJF7,41957,B07C3FKJF7,"{""score"": 3, ""rationale"": ""The product is a food‑related gift card, directly matching the 'foodgifts' query.""}",3,"The product is a food‑related gift card, directly matching the 'foodgifts' query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:55:14.390503+00:00,2,foodgifts,Darden - Email Delivery,Darden Restaurants
35690_B01NAIX3Q7,35690,B01NAIX3Q7,"{""score"": 2, ""rationale"": ""Product is dried cherries but is sweetened, not the unsweetened variety requested.""}",2,"Product is dried cherries but is sweetened, not the unsweetened variety requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T10:58:27.722404+00:00,2,dry cherry unsweetened,"Dried Cherries 4 LB (=64oz) Resealable Bag, Tart (Sour) Montmorency Variety - /sweetened",I'M A NUT
81100_B07RN27YRN,81100,B07RN27YRN,"{
  ""score"": 2,
  ""rationale"": ""Product includes plastic spoons but only as part of a 100‑piece bulk set, not a 10‑pack.""
}",2,"Product includes plastic spoons but only as part of a 100‑piece bulk set, not a 10‑pack.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:01:59.052969+00:00,2,plastic spoons 10 pack,"300 Clear Plastic Silverware Set | Disposable Plastic Utensils | 100 Plastic Forks, 100 Plastic Spoons, 100 Plastic Knives | Plastic Cutlery Set | Heavy Duty Bulk Flatware Set",Prestee
48559_B07G399ZYW,48559,B07G399ZYW,"{""score"": 1, ""rationale"": ""Shoes are an accessory, not a costume, for the requested Halloween outfits.""}",1,"Shoes are an accessory, not a costume, for the requested Halloween outfits.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:04:59.471288+00:00,0,halloween costumes for women,"Amazon Essentials Women's Ballet Flat, Nude, 9.5 B US",Amazon Essentials
5259_B00JJIEE4M,5259,B00JJIEE4M,"{""score"": 2, ""rationale"": ""Has a physical write‑protect switch but capacity is unspecified, so it may not be the requested 8 GB drive.""}",2,"Has a physical write‑protect switch but capacity is unspecified, so it may not be the requested 8 GB drive.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:08:27.805874+00:00,2,8 gb usb thumb drives with physical write protect switch,Flashblu30 with Physical Write Protect Switch SuperSpeed USB3.0 Flash Drive,Kanguru Solutions
105279_B07JKFWPX2,105279,B07JKFWPX2,"{""score"": 3, ""rationale"": ""The product is men's triathlon shorts, directly matching the query 'trimens'.""}",3,"The product is men's triathlon shorts, directly matching the query 'trimens'.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:10:40.097375+00:00,3,trimens,"Zoot Core Mens 7-Inch Tri Shorts - Performance Triathlon Shorts with Endura Fabric and Hip Holster Pockets (Black, Medium)",Zoot
95214_B083FLGKBN,95214,B083FLGKBN,"{""score"": 1, ""rationale"": ""The item is a faucet aerator accessory, not a faucet itself, so it’s a related complement.""}",1,"The item is a faucet aerator accessory, not a faucet itself, so it’s a related complement.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:14:38.322551+00:00,1,smooth flow faucet,"Bathroom Faucet Aerator Replacement Parts 8 PCS with Brass Shell, 2.2 GPM Flow Retrictor Insert Faucet Tap, 15/16-Inch or 24mm Male Threads, Awesome Nozzle, Sprays Is Very Well, Chrome",CANRAY
70422_0385372833,70422,0385372833,"{""score"": 0, ""rationale"": ""The product about Elmo bears no relation to a monkey not ready for kindergarten.""}",0,The product about Elmo bears no relation to a monkey not ready for kindergarten.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:16:24.616522+00:00,0,monkey not ready for kindergarten,Elmo Loves You (Sesame Street) (Little Golden Book),Golden Books
79518_B06XXB97TM,79518,B06XXB97TM,"{""score"": 2, ""rationale"": ""It's a compatible Samsung Galaxy S8 case but not the Otterbox brand requested.""}",2,It's a compatible Samsung Galaxy S8 case but not the Otterbox brand requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:19:32.036534+00:00,2,phone case samsung galaxy s8 otterbox,"ZIZO Bolt Series for Samsung Galaxy S8 Case Military Grade Drop Tested with Tempered Glass Screen Protector, Holster Gray Black",Zizo
115196_B0773ZM6Z9,115196,B0773ZM6Z9,"{""score"": 2, ""rationale"": ""Correct 502 style but adult size, not a youth-specific item""}",2,"Correct 502 style but adult size, not a youth-specific item",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:22:20.706593+00:00,3,youth levis 502,"Levi's Big Boy's 502 Regular Taper Jeans Pants, black, 18",Levi's
200_B08HQ6DLXZ,200,B08HQ6DLXZ,"{""score"": 1, ""rationale"": ""Socks with the same phrase are a related accessory, not the requested shirt.""}",1,"Socks with the same phrase are a related accessory, not the requested shirt.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:25:38.971420+00:00,1,*i'm gaming do not disturb*shirt,"Do Not Disturb I'm Gaming Socks, Novelty Sock Funny Stocking Stuffers Gift for Teen Boy Men Dad Son Boyfriend Game Lovers",MYAXOY
1665_B08YR59CDZ,1665,B08YR59CDZ,"{""score"": 0, ""rationale"": ""Product is an aluminum non‑stick skillet with a handle, not a 10\"" cast iron skillet without a handle.""}",0,"Product is an aluminum non‑stick skillet with a handle, not a 10"" cast iron skillet without a handle.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:29:14.869210+00:00,2,10” cast iron skillet without handle,"Allgetc Frying Pan Skillet, 10"" & 12"" Nonstick Omelet Pan with Granite Coating - PFOA Free Cookwear Pots and Pans Set, Kitchen Cooking Set - Suitable for Gas, Induction",Allgetc
98497_B07FLX5Y7F,98497,B07FLX5Y7F,"{""score"": 0, ""rationale"": ""The item is a music album, not a shirt.""}",0,"The item is a music album, not a shirt.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:32:13.002139+00:00,1,stray kids shirt without woojin,Stray Kids - I am WHO [I AM ver.] (2nd Mini Album) CD+Photobook+3 QR Photocards+On Pack Poster+Official Group Folded Poster+Extra Photocard,JYP Entertainment
5265_B07ZQ2875V,5265,B07ZQ2875V,"{""score"": 3, ""rationale"": ""Product provides 8‑inch wooden legs suitable for chairs (armchairs) as requested.""}",3,Product provides 8‑inch wooden legs suitable for chairs (armchairs) as requested.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:33:37.250346+00:00,3,8 inch chair legs,AORYVIC Wood Furniture Legs 8 inch Sofa Legs Set of 4 Square Replacement Legs Brown for MCM Ottoman Armchair Recliner Coffee Table Dresser,AORYVIC
110719_014240120X,110719,014240120X,"{""score"": 3, ""rationale"": ""Exact title match to the queried book""}",3,Exact title match to the queried book,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:35:34.473480+00:00,3,westing game,The Westing Game (Puffin Modern Classics),Puffin Books
67965_B0054KHLZ8,67965,B0054KHLZ8,"{""score"": 0, ""rationale"": ""The product is a women's ponytail holder, not a men's headband.""}",0,"The product is a women's ponytail holder, not a men's headband.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:37:53.815291+00:00,3,mens tennessee volunteer head band,"Littlearth Womens NCAA Tennessee Volunteers Ribbon Ponytail Holder, Team Color, One Size",Littlearth
78486_B07VBMR9WT,78486,B07VBMR9WT,"{""score"": 2, ""rationale"": ""Different brand smartwatch, a plausible substitute but not the specific Pebble watch requested.""}",2,"Different brand smartwatch, a plausible substitute but not the specific Pebble watch requested.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:41:06.907669+00:00,2,pebble watch,"Lintelek Smart Watch, Smartwatch Blood Pressure Monitor, Fitness Watch HR with Sleep Monitor Compatible with iPhone, Samsung and Android Phones for Men, Women and Gifts",Lintelek
106764_B081THHSW4,106764,B081THHSW4,"{""score"": 1, ""rationale"": ""The product is an interview about the author, not the requested book itself, but it is related content.""}",1,"The product is an interview about the author, not the requested book itself, but it is related content.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:44:06.436310+00:00,0,unfollow by megan phelps-roper,Megan Phelps-Roper: Audible Sessions: FREE Exclusive Interview,Audible
12343_B00A2KVMX2,12343,B00A2KVMX2,"{""score"": 2, ""rationale"": ""Different brand and model, but still a trumpet that could serve as a substitute.""}",2,"Different brand and model, but still a trumpet that could serve as a substitute.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:48:29.723441+00:00,2,bach stradivarius trumpet,"Yamaha Trumpet Bb YTR 2330S Standard SILVER With ""Semi-Hard case""",Yamaha
40445_B07T5RK766,40445,B07T5RK766,"{""score"": 1, ""rationale"": ""The product is a fire extinguisher mount, an accessory, not the extinguisher itself.""}",1,"The product is a fire extinguisher mount, an accessory, not the extinguisher itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:51:38.035843+00:00,1,fire extinguisher for polaris ranger,"(1-Year Warranty) Universal Adjustable Roll Bar Fire Extinguisher Mount Holder Compatible with for Jeep Wrangler Gladiator UTV Polaris RZR Can Am and Large Motorcycle,Aluminum",AUFER
107733_B07MQ1BV89,107733,B07MQ1BV89,"{""score"": 0, ""rationale"": ""The product is a toddler shirt, not women's clothing for Valentine's.""}",0,"The product is a toddler shirt, not women's clothing for Valentine's.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:52:34.115026+00:00,0,valentines clothes for women,"Toddler Long Sleeve Shirt Baby Boy Girl Plaid Top for Toddler Spring Winter Coat for Kid (Red Plaid, 6-7 T)",MERSARIPHY
106439_B00QSOS130,106439,B00QSOS130,"{
  ""score"": 2,
  ""rationale"": ""The product is a collapsible water bottle (flask), which could serve as a plausible substitute, but it does not match the specific 'ultimate direction water soft flask' query.""
}",2,"The product is a collapsible water bottle (flask), which could serve as a plausible substitute, but it does not match the specific 'ultimate direction water soft flask' query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:55:19.661171+00:00,0,ultimate direction water soft flask,Collapsible Reusable Foldable Eco-Friendly 8 Oz Water Bottle – BPA Free - (3 pack),Cruise Flask
101609_B07T4B4D7S,101609,B07T4B4D7S,"{""score"": 3, ""rationale"": ""Exact replacement part for the Kawasaki Teryx 4 scooter.""}",3,Exact replacement part for the Kawasaki Teryx 4 scooter.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T11:58:07.709756+00:00,1,teryx 4,RMSTATOR Replacement for Stator Kawasaki Teryx 4 KRT 750 2012 2013 KRT750 | OEM Repl.# 21003-0108/21003-0167,RMSTATOR
98139_B06XQHMCNN,98139,B06XQHMCNN,"{""score"": 0, ""rationale"": ""The product is a kids' Rake costume, not a stickman and not sized for adults.""}",0,"The product is a kids' Rake costume, not a stickman and not sized for adults.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:02:36.582935+00:00,0,stickman costume for adults,"Morphsuits The Rake Urban Legends Kids Morphsuit Costume - size Large 4'-4'6 (120cm-137cm) Costume, Black",Morphsuits
1669_B009AO0D9K,1669,B009AO0D9K,"{""score"": 0, ""rationale"": ""The product is a vase, not the requested 10\"" glass floating balls.""}",0,"The product is a vase, not the requested 10"" glass floating balls.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:03:29.243435+00:00,0,10” glass japanese floating glass without netting balls,"WGV Cylinder Vase, Open Width 10"", Height 4"", Clear Flat Pan Style Container, Planter Terrarium, Floral Centerpiece for Wedding Party Event, Home Office Decor, 1 Piece",WGVI
66893_B00XR42U6I,66893,B00XR42U6I,"{""score"": 1, ""rationale"": ""The product is dog shoes, which are an accessory, not the requested medium coat""}",1,"The product is dog shoes, which are an accessory, not the requested medium coat",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:07:31.061227+00:00,1,medium coat for dogs shoes,"WINSOON Dog Australia Boots Pet Antiskid Shoes Winter Warm Skidproof Sneakers Paw Protectors 4-pcs Set (Size 5, Pink)",WINSOON
60058_B08FD5L26V,60058,B08FD5L26V,"{""score"": 3, ""rationale"": ""The item is a 5‑foot artificial Areca palm designed as a floor‑standing plant, directly matching the query for a large floor plant.""}",3,"The item is a 5‑foot artificial Areca palm designed as a floor‑standing plant, directly matching the query for a large floor plant.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:10:26.451127+00:00,3,large floor plant,"SIGNWIN Areca Palm Tree with White Granite & Gray Marble Swirl Effect Vase Abstract Rocky Minimalism Zen Relax/Calm Multicolor Cool for Living Room, Bedroom, Office - X-Large 5 Feet (60"")",SIGNWIN
52886_B000LQDB4A,52886,B000LQDB4A,"{""score"": 3, ""rationale"": ""Product is a 1/2\"" drive impact adapter matching the query exactly.""}",3,"Product is a 1/2"" drive impact adapter matching the query exactly.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:13:49.706159+00:00,3,impact to socket 1/2 inch drive,"Sunex 2302, 1/2 Inch Drive, 1/2"" Female x 3/4"" Male Impact Adapter, Cr-Mo Steel, Ball Detent, Tapered Square End, Meets ANSI Standards",Sunex Tools
110878_B07DPC38KQ,110878,B07DPC38KQ,"{""score"": 1, ""rationale"": ""The dispenser is an accessory for making whipped cream, not the whipped cream cake itself.""}",1,"The dispenser is an accessory for making whipped cream, not the whipped cream cake itself.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:17:11.665912+00:00,1,whipped cream cake,"Whipped Cream Dispenser, ORANGEHOME Aluminum Large 500ml/1 Pint Capacity Cream Canister with 3 Various Nozzles, 1 Cleaning Brush,Professional Homemade Cream Whipper Maker for Desserts, Coffee",ORANGEHOME
100149_B07MKDQML9,100149,B07MKDQML9,"{
  ""score"": 2,
  ""rationale"": ""It's a tablecloth, but the color (rose gold/white) doesn't match the requested pink and gold.""
}",2,"It's a tablecloth, but the color (rose gold/white) doesn't match the requested pink and gold.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:20:40.963615+00:00,3,table clothes pink and gold,"StarMar Rose Gold Plastic Party Tablecloth - Use as Birthday Table Cloth, Banners, & Backdrops, Waterproof White Color Tablecloth with Rose Rold Confetti Dots, 4-Pack Premium Disposable Tablecloths",StarMar
21506_B07SB1ZZTK,21506,B07SB1ZZTK,"{""score"": 2, ""rationale"": ""It's a basic handheld calculator, but the description doesn't confirm a square‑root function, making it a plausible but not certain match.""}",2,"It's a basic handheld calculator, but the description doesn't confirm a square‑root function, making it a plausible but not certain match.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:24:20.172989+00:00,2,calculator with square root,"Handheld Calculator - Portable, Educational Calculator - Compact Built-in Cover - Catiga - DK-063D - for On-The-Move Use or Learning Purpose (Red)",CATIGA
26787_B073R62C3Q,26787,B073R62C3Q,"{""score"": 2, ""rationale"": ""Matches the bed‑in‑a‑bag type but lacks any indication of being a clearance item.""}",2,Matches the bed‑in‑a‑bag type but lacks any indication of being a clearance item.,valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:27:38.699935+00:00,3,clearance bed in a bag,"Sweet Home Collection 7 Piece Bed-in-A-Bag Solid Color Comforter & Sheet Set, Full, Navy",Sweet Home Collection
7538_B07H461TBQ,7538,B07H461TBQ,"{
  ""score"": 3,
  ""rationale"": ""The product is Apple AirPods, matching the query for AirPods 2.""
}",3,"The product is Apple AirPods, matching the query for AirPods 2.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:31:36.153535+00:00,2,airpods 2,Apple MMEF2AM/A AirPods Wireless Bluetooth Headset for iPhones with iOS 10 or Later White - (Renewed),Apple
52479_B07V4FXG1Z,52479,B07V4FXG1Z,"{""score"": 0, ""rationale"": ""The product is a t‑shirt, not a waterproof hooded jacket.""}",0,"The product is a t‑shirt, not a waterproof hooded jacket.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:35:27.326851+00:00,0,i want a warm jacket with a hood and that is waterproof and black or dark coloured like navy,Technically The Glass is Completely Full Funny Tshirt T-Shirt,Unknown
95744_B082M3L342,95744,B082M3L342,"{""score"": 3, ""rationale"": ""Product directly treats and softens dry hands, matching the query.""}",3,"Product directly treats and softens dry hands, matching the query.",valid,"openai/gpt-oss-120b (Groq API, automated)",2026-08-19T12:37:05.182608+00:00,0,soft hands treatment,"(2 Pairs) Moisturizing Glovers,Soft Moisturizing Gel Glovers, Gel Spa Glovers For Repairing and Softening Dry Cracked Hand Skins, Gel Lining Infused with Essential Oils and Vitamins (Blue & Pink)",fumarst
