query_id,raw_query,prompt_version,raw_gpt_response,expanded_query_gpt,intent_gpt,category_gpt,uncertainty_gpt,review_decision,reviewed_query,review_reason,model_label,run_date,minutes_spent,parse_status
51252,hoot,rewrite_v1,"{
  ""expanded_query"": ""hoot"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",hoot,informational,unknown,high,accept,hoot,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:05.484797+00:00,,valid
52968,inc,rewrite_v1,"{
  ""expanded_query"": ""inc"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",inc,informational,unknown,high,accept,inc,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:10.502904+00:00,,valid
55005,isocket 3g,rewrite_v1,"{
  ""expanded_query"": ""iSocket 3G device"",
  ""intent"": ""transactional"",
  ""category"": ""mobile broadband device"",
  ""uncertainty"": ""medium""
}",iSocket 3G device,transactional,mobile broadband device,medium,accept,iSocket 3G device,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:13.262091+00:00,,valid
55576,jaws,rewrite_v1,"{
  ""expanded_query"": ""jaws"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",jaws,informational,unknown,high,accept,jaws,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:16.309672+00:00,,valid
55923,jewelry bar,rewrite_v1,"{
  ""expanded_query"": ""jewelry bar"",
  ""intent"": ""transactional"",
  ""category"": ""jewelry"",
  ""uncertainty"": ""medium""
}",jewelry bar,transactional,jewelry,medium,accept,jewelry bar,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:21.415925+00:00,,valid
57084,kayak anchor,rewrite_v1,"{
  ""expanded_query"": ""kayak anchor"",
  ""intent"": ""transactional"",
  ""category"": ""kayak accessories"",
  ""uncertainty"": ""low""
}",kayak anchor,transactional,kayak accessories,low,accept,kayak anchor,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:22.513150+00:00,,valid
57458,keyboard,rewrite_v1,"{
  ""expanded_query"": ""keyboard"",
  ""intent"": ""transactional"",
  ""category"": ""keyboards"",
  ""uncertainty"": ""high""
}",keyboard,transactional,keyboards,high,accept,keyboard,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:25.097681+00:00,,valid
58398,kingwork,rewrite_v1,"{
  ""expanded_query"": ""kingwork"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",kingwork,informational,unknown,high,accept,kingwork,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:26.501646+00:00,,valid
58401,kinks anthology,rewrite_v1,"{
  ""expanded_query"": ""kinks anthology"",
  ""intent"": ""informational"",
  ""category"": ""books"",
  ""uncertainty"": ""low""
}",kinks anthology,informational,books,low,accept,kinks anthology,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:31.645393+00:00,,valid
58436,kiss 3,rewrite_v1,"{
  ""expanded_query"": ""kiss 3"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",kiss 3,informational,unknown,high,accept,kiss 3,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:33.130894+00:00,,valid
63029,live animals,rewrite_v1,"{
  ""expanded_query"": ""live animals"",
  ""intent"": ""transactional"",
  ""category"": ""animals"",
  ""uncertainty"": ""medium""
}",live animals,transactional,animals,medium,accept,live animals,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:38.103575+00:00,,valid
63120,llama pajamas,rewrite_v1,"{
  ""expanded_query"": ""llama pajamas"",
  ""intent"": ""transactional"",
  ""category"": ""pajamas"",
  ""uncertainty"": ""low""
}",llama pajamas,transactional,pajamas,low,accept,llama pajamas,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:40.767506+00:00,,valid
63352,lol furniture,rewrite_v1,"{
  ""expanded_query"": ""lol furniture"",
  ""intent"": ""transactional"",
  ""category"": ""furniture"",
  ""uncertainty"": ""high""
}",lol furniture,transactional,furniture,high,accept,lol furniture,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:43.292408+00:00,,valid
64020,lsu,rewrite_v1,"{
  ""expanded_query"": ""LSU"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",LSU,informational,unknown,high,accept,lsu,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:46.493907+00:00,,valid
65113,makeup bases,rewrite_v1,"{
  ""expanded_query"": ""makeup bases"",
  ""intent"": ""transactional"",
  ""category"": ""makeup bases"",
  ""uncertainty"": ""low""
}",makeup bases,transactional,makeup bases,low,accept,makeup bases,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:51.539470+00:00,,valid
66519,max outfit,rewrite_v1,"{
  ""expanded_query"": ""max outfit"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",max outfit,informational,unknown,high,accept,max outfit,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:54.244236+00:00,,valid
68602,mi4 watch,rewrite_v1,"{
  ""expanded_query"": ""mi4 watch"",
  ""intent"": ""transactional"",
  ""category"": ""watch"",
  ""uncertainty"": ""medium""
}",mi4 watch,transactional,watch,medium,accept,mi4 watch,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:56.858379+00:00,,valid
68636,michael gelb,rewrite_v1,"{
  ""expanded_query"": ""Michael Gelb"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",Michael Gelb,informational,unknown,high,accept,michael gelb,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:26:59.516358+00:00,,valid
70721,mortrin infant,rewrite_v1,"{
  ""expanded_query"": ""Mortrin infant"",
  ""intent"": ""transactional"",
  ""category"": ""infant formula"",
  ""uncertainty"": ""low""
}",Mortrin infant,transactional,infant formula,low,accept,mortrin infant,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:02.184595+00:00,,valid
70964,motorhome pilloes,rewrite_v1,"{
  ""expanded_query"": ""motorhome pillows"",
  ""intent"": ""transactional"",
  ""category"": ""motorhome accessories"",
  ""uncertainty"": ""medium""
}",motorhome pillows,transactional,motorhome accessories,medium,accept,motorhome pillows,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:07.217741+00:00,,valid
71042,mountaintop whitlow,rewrite_v1,"{
  ""expanded_query"": ""mountaintop whitlow"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",mountaintop whitlow,informational,unknown,high,accept,mountaintop whitlow,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:08.898823+00:00,,valid
71264,mrs fletcher,rewrite_v1,"{
  ""expanded_query"": ""Mrs Fletcher"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",Mrs Fletcher,informational,unknown,high,accept,mrs fletcher,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:13.992565+00:00,,valid
71807,my boyfriend,rewrite_v1,"{
  ""expanded_query"": ""my boyfriend"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",my boyfriend,informational,unknown,high,accept,my boyfriend,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:16.481821+00:00,,valid
71925,mystflame,rewrite_v1,"{
  ""expanded_query"": ""Mystflame"",
  ""intent"": ""transactional"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",Mystflame,transactional,unknown,high,accept,mystflame,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:19.016662+00:00,,valid
75102,odogaron figure,rewrite_v1,"{
  ""expanded_query"": ""Odogaron figure"",
  ""intent"": ""transactional"",
  ""category"": ""figure"",
  ""uncertainty"": ""low""
}",Odogaron figure,transactional,figure,low,accept,odogaron figure,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:21.446569+00:00,,valid
75377,olay whip,rewrite_v1,"{
  ""expanded_query"": ""Olay Whip moisturizer"",
  ""intent"": ""transactional"",
  ""category"": ""skincare"",
  ""uncertainty"": ""low""
}",Olay Whip moisturizer,transactional,skincare,low,accept,Olay Whip moisturizer,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:23.894617+00:00,,valid
75493,olympic lanyard,rewrite_v1,"{
  ""expanded_query"": ""Olympic lanyard"",
  ""intent"": ""transactional"",
  ""category"": ""lanyards"",
  ""uncertainty"": ""low""
}",Olympic lanyard,transactional,lanyards,low,accept,olympic lanyard,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:26.368953+00:00,,valid
75678,one wheel,rewrite_v1,"{
  ""expanded_query"": ""one wheel"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",one wheel,informational,unknown,high,accept,one wheel,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:28.836473+00:00,,valid
75849,oppo mobail,rewrite_v1,"{
  ""expanded_query"": ""oppo mobile"",
  ""intent"": ""transactional"",
  ""category"": ""smartphones"",
  ""uncertainty"": ""medium""
}",oppo mobile,transactional,smartphones,medium,accept,oppo mobile,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:31.170596+00:00,,valid
76350,oscar square,rewrite_v1,"{
  ""expanded_query"": ""Oscar Square"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",Oscar Square,informational,unknown,high,accept,oscar square,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:33.714538+00:00,,valid
77629,paparika,rewrite_v1,"{
  ""expanded_query"": ""paprika"",
  ""intent"": ""informational"",
  ""category"": ""spices"",
  ""uncertainty"": ""medium""
}",paprika,informational,spices,medium,accept,paprika,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:36.123934+00:00,,valid
78094,patio bars,rewrite_v1,"{
  ""expanded_query"": ""patio bars"",
  ""intent"": ""transactional"",
  ""category"": ""patio furniture"",
  ""uncertainty"": ""low""
}",patio bars,transactional,patio furniture,low,accept,patio bars,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:38.697092+00:00,,valid
78148,patriotic men,rewrite_v1,"{
  ""expanded_query"": ""patriotic men's items"",
  ""intent"": ""transactional"",
  ""category"": ""men's patriotic merchandise"",
  ""uncertainty"": ""high""
}",patriotic men's items,transactional,men's patriotic merchandise,high,accept,patriotic men's items,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:41.773441+00:00,,valid
79396,phantom quickdraw,rewrite_v1,"{
  ""expanded_query"": ""Phantom Quickdraw"",
  ""intent"": ""transactional"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",Phantom Quickdraw,transactional,unknown,high,accept,phantom quickdraw,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:44.365577+00:00,,valid
79479,"pho,edit",rewrite_v1,"{
  ""expanded_query"": ""pho edit"",
  ""intent"": ""informational"",
  ""category"": ""food"",
  ""uncertainty"": ""high""
}",pho edit,informational,food,high,accept,pho edit,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:47.119679+00:00,,valid
80097,pinched nerve,rewrite_v1,"{
  ""expanded_query"": ""pinched nerve"",
  ""intent"": ""informational"",
  ""category"": ""health"",
  ""uncertainty"": ""high""
}",pinched nerve,informational,health,high,accept,pinched nerve,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:52.202661+00:00,,valid
80949,plantronics cs510,rewrite_v1,"{
  ""expanded_query"": ""Plantronics CS510"",
  ""intent"": ""transactional"",
  ""category"": ""headsets"",
  ""uncertainty"": ""low""
}",Plantronics CS510,transactional,headsets,low,accept,plantronics cs510,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:54.934060+00:00,,valid
80985,plastic babies,rewrite_v1,"{
  ""expanded_query"": ""plastic babies"",
  ""intent"": ""transactional"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",plastic babies,transactional,unknown,high,accept,plastic babies,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:27:57.715279+00:00,,valid
81740,pokemon cake,rewrite_v1,"{
  ""expanded_query"": ""pokemon cake"",
  ""intent"": ""transactional"",
  ""category"": ""cakes"",
  ""uncertainty"": ""medium""
}",pokemon cake,transactional,cakes,medium,accept,pokemon cake,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:02.672674+00:00,,valid
83112,premiere league,rewrite_v1,"{
  ""expanded_query"": ""Premier League"",
  ""intent"": ""informational"",
  ""category"": ""sports league"",
  ""uncertainty"": ""high""
}",Premier League,informational,sports league,high,accept,Premier League,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:03.745295+00:00,,valid
84425,pure curcumin,rewrite_v1,"{
  ""expanded_query"": ""pure curcumin"",
  ""intent"": ""transactional"",
  ""category"": ""dietary supplements"",
  ""uncertainty"": ""low""
}",pure curcumin,transactional,dietary supplements,low,accept,pure curcumin,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:06.375094+00:00,,valid
85189,racecar bed,rewrite_v1,"{
  ""expanded_query"": ""racecar themed bed"",
  ""intent"": ""transactional"",
  ""category"": ""beds"",
  ""uncertainty"": ""low""
}",racecar themed bed,transactional,beds,low,accept,racecar themed bed,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:08.830588+00:00,,valid
85500,ram,rewrite_v1,"{
  ""expanded_query"": ""ram"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",ram,informational,unknown,high,accept,ram,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:11.519659+00:00,,valid
85589,raptor fender,rewrite_v1,"{
  ""expanded_query"": ""Ford Raptor fender"",
  ""intent"": ""transactional"",
  ""category"": ""automotive parts > fenders"",
  ""uncertainty"": ""low""
}",Ford Raptor fender,transactional,automotive parts > fenders,low,accept,Ford Raptor fender,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:13.974961+00:00,,valid
85732,raw milk,rewrite_v1,"{
  ""expanded_query"": ""raw milk"",
  ""intent"": ""informational"",
  ""category"": ""milk"",
  ""uncertainty"": ""high""
}",raw milk,informational,milk,high,accept,raw milk,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:19.186706+00:00,,valid
88821,rowboats,rewrite_v1,"{
  ""expanded_query"": ""rowboats"",
  ""intent"": ""transactional"",
  ""category"": ""rowboats"",
  ""uncertainty"": ""low""
}",rowboats,transactional,rowboats,low,accept,rowboats,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:21.641660+00:00,,valid
89412,ryze tello,rewrite_v1,"{
  ""expanded_query"": ""Ryze Tello drone"",
  ""intent"": ""transactional"",
  ""category"": ""drones"",
  ""uncertainty"": ""low""
}",Ryze Tello drone,transactional,drones,low,accept,Ryze Tello drone,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:22.747857+00:00,,valid
91732,sensitive teeth,rewrite_v1,"{
  ""expanded_query"": ""sensitive teeth"",
  ""intent"": ""informational"",
  ""category"": ""Oral Care"",
  ""uncertainty"": ""medium""
}",sensitive teeth,informational,Oral Care,medium,accept,sensitive teeth,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:27.602951+00:00,,valid
93072,shure sm7b,rewrite_v1,"{
  ""expanded_query"": ""Shure SM7B microphone"",
  ""intent"": ""transactional"",
  ""category"": ""microphones"",
  ""uncertainty"": ""low""
}",Shure SM7B microphone,transactional,microphones,low,accept,Shure SM7B microphone,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:28.605786+00:00,,valid
94218,skullgirls,rewrite_v1,"{
  ""expanded_query"": ""Skullgirls"",
  ""intent"": ""informational"",
  ""category"": ""video game"",
  ""uncertainty"": ""low""
}",Skullgirls,informational,video game,low,accept,skullgirls,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:31.191780+00:00,,valid
95310,snapsies funko,rewrite_v1,"{
  ""expanded_query"": ""Snapsies Funko"",
  ""intent"": ""transactional"",
  ""category"": ""collectibles"",
  ""uncertainty"": ""low""
}",Snapsies Funko,transactional,collectibles,low,accept,snapsies funko,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:33.912812+00:00,,valid
95326,sneakers,rewrite_v1,"{
  ""expanded_query"": ""sneakers"",
  ""intent"": ""transactional"",
  ""category"": ""shoes"",
  ""uncertainty"": ""low""
}",sneakers,transactional,shoes,low,accept,sneakers,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:36.466355+00:00,,valid
97862,steampunk shoes,rewrite_v1,"{
  ""expanded_query"": ""steampunk shoes"",
  ""intent"": ""transactional"",
  ""category"": ""shoes"",
  ""uncertainty"": ""low""
}",steampunk shoes,transactional,shoes,low,accept,steampunk shoes,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:41.367520+00:00,,valid
99620,swaggear,rewrite_v1,"{
  ""expanded_query"": ""swag gear"",
  ""intent"": ""transactional"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",swag gear,transactional,unknown,high,accept,swag gear,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:42.399632+00:00,,valid
100299,tach adapter,rewrite_v1,"{
  ""expanded_query"": ""tachometer adapter"",
  ""intent"": ""transactional"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",tachometer adapter,transactional,unknown,high,accept,tachometer adapter,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:45.130345+00:00,,valid
100884,taysers,rewrite_v1,"{
  ""expanded_query"": ""tasers"",
  ""intent"": ""transactional"",
  ""category"": ""tasers"",
  ""uncertainty"": ""medium""
}",tasers,transactional,tasers,medium,accept,tasers,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:47.743297+00:00,,valid
101515,tent octagon,rewrite_v1,"{
  ""expanded_query"": ""octagon tent"",
  ""intent"": ""transactional"",
  ""category"": ""tents"",
  ""uncertainty"": ""low""
}",octagon tent,transactional,tents,low,accept,octagon tent,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:50.246201+00:00,,valid
101657,teton tent,rewrite_v1,"{
  ""expanded_query"": ""Teton tent"",
  ""intent"": ""transactional"",
  ""category"": ""tents"",
  ""uncertainty"": ""low""
}",Teton tent,transactional,tents,low,accept,teton tent,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:52.724785+00:00,,valid
102795,this storm,rewrite_v1,"{
  ""expanded_query"": ""this storm"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",this storm,informational,unknown,high,accept,this storm,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:55.172325+00:00,,valid
103101,tiger tattoo,rewrite_v1,"{
  ""expanded_query"": ""tiger tattoo"",
  ""intent"": ""informational"",
  ""category"": ""tattoos"",
  ""uncertainty"": ""low""
}",tiger tattoo,informational,tattoos,low,accept,tiger tattoo,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:28:57.727481+00:00,,valid
104127,toosii tapestry,rewrite_v1,"{
  ""expanded_query"": ""toosii tapestry"",
  ""intent"": ""transactional"",
  ""category"": ""tapestry"",
  ""uncertainty"": ""low""
}",toosii tapestry,transactional,tapestry,low,accept,toosii tapestry,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:00.275533+00:00,,valid
104713,tracxas 6wd,rewrite_v1,"{
  ""expanded_query"": ""tracxas 6wd"",
  ""intent"": ""transactional"",
  ""category"": ""remote control cars"",
  ""uncertainty"": ""low""
}",tracxas 6wd,transactional,remote control cars,low,accept,tracxas 6wd,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:03.076399+00:00,,valid
105326,tritton kunai,rewrite_v1,"{
  ""expanded_query"": ""Tritton kunai"",
  ""intent"": ""transactional"",
  ""category"": ""kunai"",
  ""uncertainty"": ""low""
}",Tritton kunai,transactional,kunai,low,accept,tritton kunai,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:05.737995+00:00,,valid
105629,tuck everlasting,rewrite_v1,"{
  ""expanded_query"": ""Tuck Everlasting"",
  ""intent"": ""informational"",
  ""category"": ""books"",
  ""uncertainty"": ""medium""
}",Tuck Everlasting,informational,books,medium,accept,tuck everlasting,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:08.600486+00:00,,valid
105838,turtleneck romper,rewrite_v1,"{
  ""expanded_query"": ""turtleneck romper"",
  ""intent"": ""transactional"",
  ""category"": ""rompers"",
  ""uncertainty"": ""low""
}",turtleneck romper,transactional,rompers,low,accept,turtleneck romper,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:13.749262+00:00,,valid
107500,usha village,rewrite_v1,"{
  ""expanded_query"": ""Usha Village"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",Usha Village,informational,unknown,high,accept,usha village,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:15.055524+00:00,,valid
107555,utsumi 299,rewrite_v1,"{
  ""expanded_query"": ""Utsumi 299"",
  ""intent"": ""transactional"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",Utsumi 299,transactional,unknown,high,accept,utsumi 299,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:17.673791+00:00,,valid
107784,vampire cape,rewrite_v1,"{
  ""expanded_query"": ""vampire cape"",
  ""intent"": ""transactional"",
  ""category"": ""capes"",
  ""uncertainty"": ""low""
}",vampire cape,transactional,capes,low,accept,vampire cape,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:22.619710+00:00,,valid
108859,virgin killer,rewrite_v1,"{
  ""expanded_query"": ""Virgin Killer"",
  ""intent"": ""informational"",
  ""category"": ""unknown"",
  ""uncertainty"": ""high""
}",Virgin Killer,informational,unknown,high,accept,virgin killer,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:24.087240+00:00,,valid
109057,vlogging camera,rewrite_v1,"{
  ""expanded_query"": ""camera for vlogging"",
  ""intent"": ""transactional"",
  ""category"": ""cameras"",
  ""uncertainty"": ""low""
}",camera for vlogging,transactional,cameras,low,accept,camera for vlogging,"manually reviewed by user, no invented brand/attribute/size found, accepted as-is","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:26.188171+00:00,,valid
109060,vlone shirt,rewrite_v1,"{
  ""expanded_query"": ""vlone shirt"",
  ""intent"": ""transactional"",
  ""category"": ""shirts"",
  ""uncertainty"": ""low""
}",vlone shirt,transactional,shirts,low,accept,vlone shirt,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:28.440145+00:00,,valid
109473,wall cubes,rewrite_v1,"{
  ""expanded_query"": ""wall cubes"",
  ""intent"": ""transactional"",
  ""category"": ""wall decor"",
  ""uncertainty"": ""low""
}",wall cubes,transactional,wall decor,low,accept,wall cubes,"no rewrite made (expanded_query == raw_query), nothing to review for invented content","openai/gpt-oss-120b (Groq API, automated generation)",2026-08-19T06:29:31.181968+00:00,,valid
